iter	Logloss
0	0.5066080818
1	0.3758869248
2	0.2224148454
3	0.1793820485
4	0.1327794757
5	0.1182937372
6	0.10727216
7	0.1013308309
8	0.09770215617
9	0.09306222186
10	0.0866766909
11	0.0823128041
12	0.08049566921
13	0.07829619473
14	0.07510242639
15	0.0718077531
16	0.07137291521
17	0.06970468091
18	0.06210240108
19	0.05857991341
20	0.0579513041
21	0.05512146679
22	0.05452888418
23	0.05231072215
24	0.04978383335
25	0.04863669738
26	0.04809040277
27	0.04528776154
28	0.04359711195
29	0.04050942376
30	0.03899459096
31	0.03855051395
32	0.03737784445
33	0.03737784058
34	0.03716964848
35	0.03663670049
36	0.03601107759
37	0.03453120196
38	0.03441145136
39	0.03397580131
40	0.0331664077
41	0.03275875063
42	0.03205723573
43	0.03150314997
44	0.02937056426
45	0.0290184514
46	0.02846935446
47	0.02672900649
48	0.02671022281
49	0.02629887006
50	0.02576859291
51	0.02561065459
52	0.02525776758
53	0.02485502259
54	0.02468041373
55	0.02468040102
56	0.02427640265
57	0.02384562877
58	0.0217979632
59	0.02173916755
60	0.02142099505
61	0.02142099505
62	0.02142098483
63	0.0211144761
64	0.02111445104
65	0.02089317563
66	0.02030671215
67	0.02026880089
68	0.02026813694
69	0.02026813694
70	0.02026805773
71	0.0202679903
72	0.01886418548
73	0.0188640657
74	0.01886402152
75	0.01886401052
76	0.01886396776
77	0.01886396776
78	0.0187658313
79	0.01876582217
80	0.01859517443
81	0.01850427441
82	0.0185042533
83	0.01842722636
84	0.0184271468
85	0.01842711412
86	0.01842708213
87	0.01815818852
88	0.0180622773
89	0.01806227
90	0.01806226271
91	0.01761893247
92	0.01749071482
93	0.01735679715
94	0.01719668705
95	0.01690331146
96	0.01682973144
97	0.01659990829
98	0.01497954713
99	0.01497953507
100	0.01488733111
101	0.01485224015
102	0.014848975
103	0.01484552933
104	0.01480474827
105	0.01399182457
106	0.01375436806
107	0.01329657322
108	0.01286118661
109	0.0123750024
110	0.01211333504
111	0.01182850096
112	0.01157907652
113	0.01107699386
114	0.01103375549
115	0.01053159587
116	0.01025603327
117	0.009994244184
118	0.00944051194
119	0.009440443208
120	0.009383648361
121	0.009281633826
122	0.008809416339
123	0.00873865104
124	0.00871602856
125	0.008690701203
126	0.008410482341
127	0.008241310352
128	0.007959657589
129	0.007954131531
130	0.007891497381
131	0.00757594278
132	0.007517172972
133	0.007266860576
134	0.00699777082
135	0.006954708379
136	0.006790650995
137	0.006524719444
138	0.006406241462
139	0.006236269678
140	0.006114722609
141	0.005968787979
142	0.005905348323
143	0.005663748163
144	0.005556706566
145	0.005368865025
146	0.00526267178
147	0.005039145015
148	0.004798771418
149	0.004696296977
150	0.004696287783
151	0.004630140002
152	0.004537160991
153	0.004334690771
154	0.004334652919
155	0.004257847865
156	0.004257847865
157	0.004229877319
158	0.004041324594
159	0.003954580051
160	0.003903201521
161	0.00374492445
162	0.003647130797
163	0.003533402626
164	0.003533377613
165	0.003457639099
166	0.003379224934
167	0.003319012624
168	0.003319002973
169	0.003290329697
170	0.003254918269
171	0.003209387267
172	0.003173882746
173	0.003152502947
174	0.003011822348
175	0.002925938936
176	0.002886873066
177	0.002812565346
178	0.002812535862
179	0.002767577217
180	0.00272563506
181	0.002658338881
182	0.002635567764
183	0.00255270489
184	0.002552701968
185	0.002496321417
186	0.002414483767
187	0.002414483767
188	0.002342281881
189	0.002296189821
190	0.002296189204
191	0.002296189204
192	0.002221962519
193	0.002221962519
194	0.00212628657
195	0.00212628657
196	0.00212628657
197	0.002064338185
198	0.002064315267
199	0.002039265241
200	0.002005889493
201	0.001955956174
202	0.001890498337
203	0.001890498337
204	0.001890498337
205	0.001890476794
206	0.001890455265
207	0.001890455265
208	0.00184284199
209	0.001842837062
210	0.00184281201
211	0.001842800812
212	0.001842794236
213	0.001842781216
214	0.001842761302
215	0.001842757179
216	0.001842754157
217	0.001842739447
218	0.001842729501
219	0.001842718547
220	0.001842705398
221	0.001842685521
222	0.001842682745
223	0.001842670271
224	0.001842637307
225	0.001842637307
226	0.001842633191
227	0.001842444194
228	0.001842427821
229	0.001842404302
230	0.001842391829
231	0.001842381964
232	0.001842342284
233	0.001842336747
234	0.001842336747
235	0.001842331226
236	0.001842331226
237	0.001842319215
238	0.001842308253
239	0.001842300065
240	0.001842256455
241	0.001842253732
242	0.001842201448
243	0.001842193277
244	0.001842173532
245	0.001842165363
246	0.001842159347
247	0.001842153901
248	0.001842148471
249	0.001811826726
250	0.001811776838
